k a,DOORS executable path does not show error if path is invalid,100970,"Previously, VectorCAST did not display any error message if the DOORS client executable path was invalid. This problem is fixed in VectorCAST version 2024 SP4. A red outline is shown around the error value and an error pop-up dialog is shown.",Correction in newer version (release notes),No Risk. This is a usability enhancement that provides clearer feedback for a configuration error.,No Risk,
k a,GUI unresponsive after probe point apply is complete,101052,"Previously, the VectorCAST GUI could become unresponsive when working with large source files, particularly those containing a significant number of subprograms, and using the probe point editor. This problem has been resolved in VectorCAST version 2024 SP4.",Correction in newer version (release notes),No Risk. This is a performance issue that does not affect test correctness.,No Risk,
k a,Metrics and Aggregate reports are empty for Cover environments containingAda source files in SFP,101057,"Previously, in C/C++ Cover environments containing Ada source files with the Coverage option ""Source File Perspective"" (SFP) set to True, the Metrics report and Aggregate Coverage report omitted coverage information for the Ada files. This problem has been fixed in VectorCAST version 2024 SP4.",Correction in newer version (release notes),"NoRisk, ""Source File Perspective"" is not used.",No Risk,
k a,Basis Path analysis fails silently when function has very high complexity,101076,"In previous versions of VectorCAST/C++, basis path analysis could silently abort when processing functions with very high complexity. In VectorCAST version 2024 SP4, an error message is displayed indicating the failure and a suggestion on avoiding the problem by increasing the value of the environment variable VCAST_RECURSION_DEPTH.",Correction in newer version (release notes),"No Risk, not using Basis Path Analyse or MC/DC Path Analyse in not in OB scope of work.",No Risk,
k a,Manage Incremental Rebuild Report displays incorrect totals summary row,101122,"In previous versions of VectorCAST Project, the Manage Incremental Rebuild Report would tally totals incorrectly when the project contained both Cover and C++ unit test environments. This problem has been fixed in VectorCAST version 2024 SP4.",Correction in newer version (release notes),"No Risk, we are not using incremental build, also CI not, clean and build is prescribed",No Risk,
k a,Clicast tools execute_commands concatenates arguments from separatelines,101159,"In previous versions of VectorCAST/QA, a 'clicast tools execute_commands' command would fail when the given commands file contained multiple 'cover report' subcommands. This problem is fixed in VectorCAST version 2024 SP4.",Correction in newer version (release notes),No Risk. This is a command-line bug that would result in an easily detected error.,No Risk,
k a,Parse error due to initialization of constexpr value,101246,"Previously, VectorCAST/C++ incorrectly gave the parse error ""expression must have a constant value"" for some initializations of constexpr values. This problem has been resolved in VectorCAST version 2024 SP4.",Correction in newer version (release notes),No Risk. This is a parse error easily detected.,No Risk,
k a,Handle double dependency flags with and without spaces with GNU,101280,"Previously, when using the vcwrap workflow, VectorCAST Cover would incorrectly handle a build command with a dependency option such as -MF when used without a space with the gcc compiler. VectorCAST version 2024 SP4 fixes this issue such that the dependency option is handled correctly when used with or without a space.",Correction in newer version (release notes),No Risk. This bug would likely lead to an obvious build failure easily detected by a developer.,No Risk,
k a,Some C++ examples do not compile with newer C++ standards,101282,"In previous versions of VectorCAST/C++, the STL and Exceptions example environments would not build with the latest C++ standards due to the use of obsolete throw specifications. In VectorCAST version 2024 SP4, the examples have been changed to no longer use throw specifications in function prototypes.",Correction in newer version (release notes),No Risk. This bug affects example environments which do not impact the correctness of user's test.,No Risk,
k a,Set '-ftrack-macro-expansion' macro only for appropriate gnu versions,101301,"Previously, VectorCAST Cover incorrectly added the '-ftrack-macro-expansion=0' macro to the preprocess command for all versions of the gcc compiler, rather than gcc version 4.7 and higher. This problem has been fixed in VectorCAST version 2024 SP4.",Correction in newer version (release notes),"No Risk, from VectorCAST default preprocess, compile and link options will be overwritten with options which are used in OB projects",No Risk,
k a,Environment builder crash when using parallel processing and DONT_STUBunit contains template alias,101334,"Previously, when using parallel processing, where VCAST_NUM_JOBS is set to a number greater than 1, VectorCAST/C++ would potentially fail to build environments for C++17 code containing alias templates in DONT_STUB units. This issue has been fixed in VectorCAST version 2024 SP4.",Correction in newer version (release notes),No Risk. This is a builder crash which is an obvious build blocker.,No Risk,
